Category,City,Country,Customer ID,Customer Name,Discount Category ,Order Date,Order ID,Postal Code,Product ID,Product Name,Profit Status ,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Profit Ratio,Quantity,Sales,Shipping Days
Office Supplies,San Francisco,United States,KD-16345,Katherine Ducich,Low Discount ,17-06-2017,CA-2017-157833,94122,OFF-BI-10001721,Trimflex Flexible Post Binders,Profit,West,Consumer,20-06-2017,First Class,California,Binders,0.2,17.9592,0.35,3,51.312,3
Office Supplies,Saint Paul,United States,ER-13855,Elpida Rittenbach,No Discount ,06-09-2016,CA-2016-149223,55106,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,Profit,Central,Corporate,11-09-2016,Standard Class,Minnesota,Appliances,0,22.5852,0.29,6,77.88,5
Office Supplies,Chicago,United States,RB-19465,Rick Bensley,Low Discount ,29-08-2016,CA-2016-158568,60610,OFF-PA-10003256,Avery Personal Creations Heavyweight Cards,Profit,Central,Home Office,02-09-2016,Standard Class,Illinois,Paper,0.2,22.6184,0.35,7,64.624,4
Technology,Chicago,United States,RB-19465,Rick Bensley,Low Discount ,29-08-2016,CA-2016-158568,60610,TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Loss,Central,Home Office,02-09-2016,Standard Class,Illinois,Accessories,0.2,-10.7973,-0.1125,3,95.976,4
Office Supplies,Chicago,United States,RB-19465,Rick Bensley,High Discount ,29-08-2016,CA-2016-158568,60610,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,Loss,Central,Home Office,02-09-2016,Standard Class,Illinois,Binders,0.8,-3.0396,-1.7,3,1.788,4
Office Supplies,Rochester,United States,GZ-14470,Gary Zandusky,No Discount ,01-12-2016,CA-2016-129903,55901,OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Profit,Central,Consumer,04-12-2016,Second Class,Minnesota,Paper,0,11.7208,0.49,4,23.92,3
Technology,Aurora,United States,LC-16870,Lena Cacioppo,Low Discount ,13-11-2015,US-2015-156867,80013,TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,Loss,West,Consumer,17-11-2015,Standard Class,Colorado,Accessories,0.2,-26.8758,-0.1125,6,238.896,4
Furniture,Aurora,United States,LC-16870,Lena Cacioppo,Low Discount ,13-11-2015,US-2015-156867,80013,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Loss,West,Consumer,17-11-2015,Standard Class,Colorado,Furnishings,0.2,-3.8385,-0.0375,3,102.36,4
Office Supplies,Aurora,United States,LC-16870,Lena Cacioppo,High Discount ,13-11-2015,US-2015-156867,80013,OFF-BI-10002794,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Loss,West,Consumer,17-11-2015,Standard Class,Colorado,Binders,0.7,-25.8174,-0.7,3,36.882,4
Technology,Charlotte,United States,JM-15250,Janet Martin,Low Discount ,23-11-2017,CA-2017-119004,28205,TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Profit,South,Consumer,28-11-2017,Standard Class,North Carolina,Accessories,0.2,17.6016,0.2375,8,74.112,5
Technology,Charlotte,United States,JM-15250,Janet Martin,Low Discount ,23-11-2017,CA-2017-119004,28205,TEC-PH-10002844,Speck Products Candyshell Flip Case,Profit,South,Consumer,28-11-2017,Standard Class,North Carolina,Phones,0.2,2.0994,0.075,1,27.992,5
Office Supplies,Charlotte,United States,JM-15250,Janet Martin,Low Discount ,23-11-2017,CA-2017-119004,28205,OFF-AR-10000390,Newell Chalk Holder,Profit,South,Consumer,28-11-2017,Standard Class,North Carolina,Art,0.2,1.0738,0.325,1,3.304,5
Technology,Orland Park,United States,PA-19060,Pete Armstrong,Low Discount ,15-10-2015,CA-2015-129476,60462,TEC-AC-10000844,Logitech Gaming G510s - Keyboard,Profit,Central,Home Office,20-10-2015,Standard Class,Illinois,Accessories,0.2,67.992,0.2,5,339.96,5
Furniture,New York City,United States,CV-12805,Cynthia Voltz,No Discount ,25-12-2017,CA-2017-146780,10035,FUR-FU-10001934,Magnifier Swing Arm Lamp,Profit,East,Corporate,30-12-2017,Standard Class,New York,Furnishings,0,10.9096,0.26,2,41.96,5
Office Supplies,Urbandale,United States,CL-12565,Clay Ludtke,No Discount ,03-11-2016,CA-2016-128867,50322,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Profit,Central,Consumer,10-11-2016,Standard Class,Iowa,Art,0,22.788,0.3,2,75.96,7
Office Supplies,Urbandale,United States,CL-12565,Clay Ludtke,No Discount ,03-11-2016,CA-2016-128867,50322,OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",Profit,Central,Consumer,10-11-2016,Standard Class,Iowa,Binders,0,13.3476,0.49,6,27.24,7
Office Supplies,Columbus,United States,RC-19960,Ryan Crowe,Low Discount ,25-08-2014,CA-2014-115259,43229,OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",Profit,East,Consumer,27-08-2014,Second Class,Ohio,Fasteners,0.2,14.5348,0.3625,14,40.096,2
Office Supplies,Columbus,United States,RC-19960,Ryan Crowe,Low Discount ,25-08-2014,CA-2014-115259,43229,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Profit,East,Consumer,27-08-2014,Second Class,Ohio,Envelopes,0.2,1.652,0.35,2,4.72,2
Office Supplies,Columbus,United States,RC-19960,Ryan Crowe,Low Discount ,25-08-2014,CA-2014-115259,43229,OFF-PA-10004965,Xerox 1921,Profit,East,Consumer,27-08-2014,Second Class,Ohio,Paper,0.2,7.4925,0.3125,3,23.976,2
Office Supplies,Columbus,United States,RC-19960,Ryan Crowe,Low Discount ,25-08-2014,CA-2014-115259,43229,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Profit,East,Consumer,27-08-2014,Second Class,Ohio,Envelopes,0.2,44.0316,0.3375,6,130.464,2
Furniture,Seattle,United States,DK-13090,Dave Kipp,No Discount ,02-03-2015,CA-2015-110457,98103,FUR-TA-10001768,Hon Racetrack Conference Tables,Profit,West,Consumer,06-03-2015,Standard Class,Washington,Tables,0,165.3813,0.21,3,787.53,4
Office Supplies,Bristol,United States,GG-14650,Greg Guthrie,High Discount ,05-04-2015,US-2015-136476,37620,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,Loss,South,Corporate,10-04-2015,Standard Class,Tennessee,Binders,0.7,-115.7156,-0.733333333,1,157.794,5
Furniture,Wilmington,United States,SC-20725,Steven Cartwright,No Discount ,12-06-2016,CA-2016-103730,19805,FUR-FU-10002157,Artistic Insta-Plaque,Profit,East,Consumer,15-06-2016,First Class,Delaware,Furnishings,0,18.3456,0.39,3,47.04,3
Office Supplies,Wilmington,United States,SC-20725,Steven Cartwright,No Discount ,12-06-2016,CA-2016-103730,19805,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,Profit,East,Consumer,15-06-2016,First Class,Delaware,Binders,0,13.878,0.45,4,30.84,3
Office Supplies,Wilmington,United States,SC-20725,Steven Cartwright,No Discount ,12-06-2016,CA-2016-103730,19805,OFF-ST-10000777,"Companion Letter/Legal File, Black",Profit,East,Consumer,15-06-2016,First Class,Delaware,Storage,0,63.4368,0.28,6,226.56,3
Office Supplies,Wilmington,United States,SC-20725,Steven Cartwright,No Discount ,12-06-2016,CA-2016-103730,19805,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,Profit,East,Consumer,15-06-2016,First Class,Delaware,Envelopes,0,51.759,0.45,9,115.02,3
Technology,Wilmington,United States,SC-20725,Steven Cartwright,No Discount ,12-06-2016,CA-2016-103730,19805,TEC-PH-10003875,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Profit,East,Consumer,15-06-2016,First Class,Delaware,Phones,0,19.7316,0.29,7,68.04,3
Furniture,Houston,United States,AD-10180,Alan Dominguez,Medium Discount,26-12-2014,US-2014-152030,77041,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Loss,Central,Home Office,28-12-2014,Second Class,Texas,Chairs,0.3,-8.5794,-0.014285714,3,600.558,2
Furniture,Bloomington,United States,PF-19165,Philip Fox,Medium Discount,20-09-2014,US-2014-134614,61701,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,Loss,Central,Consumer,25-09-2014,Standard Class,Illinois,Tables,0.5,-407.682,-0.66,6,617.7,5
Office Supplies,Phoenix,United States,TS-21610,Troy Staebel,High Discount ,05-11-2017,US-2017-107272,85023,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",Loss,West,Consumer,12-11-2017,Standard Class,Arizona,Binders,0.7,-1.8308,-0.766666667,2,2.388,7
Office Supplies,Phoenix,United States,TS-21610,Troy Staebel,Low Discount ,05-11-2017,US-2017-107272,85023,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",Profit,West,Consumer,12-11-2017,Standard Class,Arizona,Storage,0.2,30.499,0.125,7,243.992,7
Furniture,Los Angeles,United States,LS-16975,Lindsay Shagiari,Low Discount ,06-11-2016,US-2016-125969,90004,FUR-CH-10001146,"Global Task Chair, Black",Loss,West,Home Office,10-11-2016,Second Class,California,Chairs,0.2,-9.1602,-0.1125,2,81.424,4
Furniture,Los Angeles,United States,LS-16975,Lindsay Shagiari,No Discount ,06-11-2016,US-2016-125969,90004,FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Profit,West,Home Office,10-11-2016,Second Class,California,Furnishings,0,26.2416,0.11,3,238.56,4
Technology,Columbus,United States,DW-13585,Dorothy Wardle,Medium Discount,02-02-2017,US-2017-164147,43229,TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Loss,East,Corporate,05-02-2017,First Class,Ohio,Phones,0.4,-11.994,-0.2,5,59.97,3
Office Supplies,Columbus,United States,DW-13585,Dorothy Wardle,Low Discount ,02-02-2017,US-2017-164147,43229,OFF-PA-10002377,Xerox 1916,Profit,East,Corporate,05-02-2017,First Class,Ohio,Paper,0.2,29.364,0.375,2,78.304,3
Office Supplies,Columbus,United States,DW-13585,Dorothy Wardle,Low Discount ,02-02-2017,US-2017-164147,43229,OFF-FA-10002780,Staples,Profit,East,Corporate,05-02-2017,First Class,Ohio,Fasteners,0.2,6.9732,0.325,9,21.456,3
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,No Discount ,13-10-2016,CA-2016-145583,95661,OFF-PA-10001804,Xerox 195,Profit,West,Consumer,19-10-2016,Standard Class,California,Paper,0,9.6192,0.48,3,20.04,6
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,No Discount ,13-10-2016,CA-2016-145583,95661,OFF-PA-10001736,Xerox 1880,Profit,West,Consumer,19-10-2016,Standard Class,California,Paper,0,16.6568,0.47,1,35.44,6
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,No Discount ,13-10-2016,CA-2016-145583,95661,OFF-AR-10001149,"Sanford Colorific Colored Pencils, 12/Box",Profit,West,Consumer,19-10-2016,Standard Class,California,Art,0,3.456,0.3,4,11.52,6
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,No Discount ,13-10-2016,CA-2016-145583,95661,OFF-FA-10002988,Ideal Clamps,Profit,West,Consumer,19-10-2016,Standard Class,California,Fasteners,0,1.9698,0.49,2,4.02,6
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,Low Discount ,13-10-2016,CA-2016-145583,95661,OFF-BI-10004781,GBC Wire Binding Strips,Profit,West,Consumer,19-10-2016,Standard Class,California,Binders,0.2,26.6616,0.35,3,76.176,6
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,No Discount ,13-10-2016,CA-2016-145583,95661,OFF-SU-10001218,Fiskars Softgrip Scissors,Profit,West,Consumer,19-10-2016,Standard Class,California,Supplies,0,18.4464,0.28,6,65.88,6
Furniture,Roseville,United States,LC-16885,Lena Creighton,No Discount ,13-10-2016,CA-2016-145583,95661,FUR-FU-10001706,Longer-Life Soft White Bulbs,Profit,West,Consumer,19-10-2016,Standard Class,California,Furnishings,0,20.6976,0.48,14,43.12,6
Furniture,Philadelphia,United States,JD-15895,Jonathan Doherty,Low Discount ,05-09-2016,CA-2016-110366,19140,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Profit,East,Corporate,07-09-2016,Second Class,Pennsylvania,Furnishings,0.2,10.35,0.125,2,82.8,2
Office Supplies,San Francisco,United States,SH-19975,Sally Hughsby,No Discount ,18-09-2017,CA-2017-106180,94122,OFF-AR-10000940,Newell 343,Profit,West,Corporate,23-09-2017,Standard Class,California,Art,0,2.3814,0.27,3,8.82,5
Office Supplies,San Francisco,United States,SH-19975,Sally Hughsby,No Discount ,18-09-2017,CA-2017-106180,94122,OFF-EN-10004030,Convenience Packs of Business Envelopes,Profit,West,Corporate,23-09-2017,Standard Class,California,Envelopes,0,5.1042,0.47,3,10.86,5
Office Supplies,San Francisco,United States,SH-19975,Sally Hughsby,No Discount ,18-09-2017,CA-2017-106180,94122,OFF-PA-10004327,Xerox 1911,Profit,West,Corporate,23-09-2017,Standard Class,California,Paper,0,68.976,0.48,3,143.7,5
Office Supplies,Independence,United States,SG-20080,Sandra Glassco,No Discount ,22-12-2017,CA-2017-155376,64055,OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Profit,Central,Consumer,27-12-2017,Standard Class,Missouri,Appliances,0,218.2518,0.26,3,839.43,5
Office Supplies,Pasadena,United States,HA-14920,Helen Andreada,No Discount ,07-09-2015,CA-2015-110744,91104,OFF-ST-10003656,Safco Industrial Wire Shelving,Profit,West,Consumer,12-09-2015,Standard Class,California,Storage,0,20.1579,0.03,7,671.93,5
Furniture,Newark,United States,MG-17680,Maureen Gastineau,Low Discount ,22-10-2014,CA-2014-110072,43055,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",Profit,East,Home Office,28-10-2014,Standard Class,Ohio,Furnishings,0.2,12.9096,0.1375,4,93.888,6
Technology,Franklin,United States,JE-16165,Justin Ellison,No Discount ,05-12-2016,CA-2016-114489,53132,TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,Profit,Central,Corporate,09-12-2016,Standard Class,Wisconsin,Phones,0,103.8015,0.27,11,384.45,4
Technology,Franklin,United States,JE-16165,Justin Ellison,No Discount ,05-12-2016,CA-2016-114489,53132,TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,Profit,Central,Corporate,09-12-2016,Standard Class,Wisconsin,Phones,0,5.9988,0.04,3,149.97,4
Furniture,Franklin,United States,JE-16165,Justin Ellison,No Discount ,05-12-2016,CA-2016-114489,53132,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Profit,Central,Corporate,09-12-2016,Standard Class,Wisconsin,Chairs,0,585.552,0.3,8,1951.84,4
Office Supplies,Franklin,United States,JE-16165,Justin Ellison,No Discount ,05-12-2016,CA-2016-114489,53132,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,Profit,Central,Corporate,09-12-2016,Standard Class,Wisconsin,Binders,0,80.6285,0.47,5,171.55,4
Office Supplies,Scottsdale,United States,TW-21025,Tamara Willingham,Low Discount ,13-03-2016,CA-2016-158834,85254,OFF-AP-10000326,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Profit,West,Home Office,16-03-2016,First Class,Arizona,Appliances,0.2,17.766,0.1125,5,157.92,3
Technology,Scottsdale,United States,TW-21025,Tamara Willingham,Low Discount ,13-03-2016,CA-2016-158834,85254,TEC-PH-10001254,Jabra BIZ 2300 Duo QD Duo Corded Headset,Profit,West,Home Office,16-03-2016,First Class,Arizona,Phones,0.2,15.2388,0.075,2,203.184,3
Office Supplies,San Jose,United States,SP-20650,Stephanie Phelps,No Discount ,31-05-2015,CA-2015-124919,95123,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,Profit,West,Corporate,02-06-2015,First Class,California,Paper,0,26.271,0.45,7,58.38,2
Office Supplies,San Jose,United States,SP-20650,Stephanie Phelps,No Discount ,31-05-2015,CA-2015-124919,95123,OFF-PA-10002254,Xerox 1883,Profit,West,Corporate,02-06-2015,First Class,California,Paper,0,48.5392,0.46,4,105.52,2
Office Supplies,San Jose,United States,SP-20650,Stephanie Phelps,No Discount ,31-05-2015,CA-2015-124919,95123,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",Profit,West,Corporate,02-06-2015,First Class,California,Storage,0,21.0288,0.26,6,80.88,2
Office Supplies,Seattle,United States,NK-18490,Neil Knudson,No Discount ,28-05-2015,CA-2015-118948,98105,OFF-AR-10001547,Newell 311,Profit,West,Home Office,03-06-2015,Standard Class,Washington,Art,0,1.7901,0.27,3,6.63,6
Furniture,Seattle,United States,DB-13060,Dave Brooks,Low Discount ,01-03-2014,CA-2014-104269,98115,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Profit,West,Consumer,06-03-2014,Second Class,Washington,Chairs,0.2,51.4764,0.1125,2,457.568,5
Office Supplies,Edmond,United States,NP-18670,Nora Paige,No Discount ,20-11-2016,CA-2016-114104,73034,OFF-LA-10002475,Avery 519,Profit,Central,Consumer,24-11-2016,Standard Class,Oklahoma,Labels,0,6.8714,0.47,2,14.62,4
Technology,Edmond,United States,NP-18670,Nora Paige,No Discount ,20-11-2016,CA-2016-114104,73034,TEC-PH-10004536,Avaya 5420 Digital phone,Profit,Central,Consumer,24-11-2016,Standard Class,Oklahoma,Phones,0,236.2325,0.25,7,944.93,4
Office Supplies,Los Angeles,United States,TT-21070,Ted Trevino,No Discount ,11-05-2016,CA-2016-162733,90045,OFF-PA-10002751,Xerox 1920,Profit,West,Consumer,12-05-2016,First Class,California,Paper,0,2.691,0.45,1,5.98,1
Technology,Philadelphia,United States,EM-13960,Eric Murdock,Low Discount ,28-12-2015,CA-2015-119697,19134,TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,Profit,East,Consumer,31-12-2015,Second Class,Pennsylvania,Accessories,0.2,1.3596,0.025,2,54.384,3
Office Supplies,Carlsbad,United States,RD-19900,Ruben Dartt,No Discount ,16-11-2016,CA-2016-154508,88220,OFF-EN-10001990,Staple envelope,Profit,West,Consumer,20-11-2016,Standard Class,New Mexico,Envelopes,0,13.348,0.47,5,28.4,4
Office Supplies,Seattle,United States,MJ-17740,Max Jones,Low Discount ,07-11-2016,CA-2016-113817,98115,OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,Profit,West,Consumer,11-11-2016,Standard Class,Washington,Binders,0.2,9.688,0.35,2,27.68,4
Office Supplies,San Antonio,United States,BM-11140,Becky Martin,Low Discount ,08-09-2014,CA-2014-139892,78207,OFF-AR-10004441,BIC Brite Liner Highlighters,Profit,Central,Consumer,12-09-2014,Standard Class,Texas,Art,0.2,2.7324,0.275,3,9.936,4
Technology,San Antonio,United States,BM-11140,Becky Martin,Medium Discount,08-09-2014,CA-2014-139892,78207,TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,Loss,Central,Consumer,12-09-2014,Standard Class,Texas,Machines,0.4,-1359.992,-0.166666667,8,8159.952,4
Office Supplies,San Antonio,United States,BM-11140,Becky Martin,Low Discount ,08-09-2014,CA-2014-139892,78207,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,Loss,Central,Consumer,12-09-2014,Standard Class,Texas,Storage,0.2,-58.6347,-0.2125,3,275.928,4
Furniture,San Antonio,United States,BM-11140,Becky Martin,Medium Discount,08-09-2014,CA-2014-139892,78207,FUR-CH-10004287,SAFCO Arco Folding Chair,Loss,Central,Consumer,12-09-2014,Standard Class,Texas,Chairs,0.3,-24.858,-0.014285714,9,1740.06,4
Office Supplies,San Antonio,United States,BM-11140,Becky Martin,Low Discount ,08-09-2014,CA-2014-139892,78207,OFF-AR-10002656,Sanford Liquid Accent Highlighters,Profit,Central,Consumer,12-09-2014,Standard Class,Texas,Art,0.2,6.8136,0.2125,6,32.064,4
Office Supplies,San Antonio,United States,BM-11140,Becky Martin,High Discount ,08-09-2014,CA-2014-139892,78207,OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,Loss,Central,Consumer,12-09-2014,Standard Class,Texas,Appliances,0.8,-453.849,-2.55,5,177.98,4
Technology,San Antonio,United States,BM-11140,Becky Martin,Low Discount ,08-09-2014,CA-2014-139892,78207,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,Profit,Central,Consumer,12-09-2014,Standard Class,Texas,Phones,0.2,8.9985,0.0625,3,143.976,4
Office Supplies,Los Angeles,United States,CS-12130,Chad Sievert,No Discount ,05-08-2014,CA-2014-118962,90004,OFF-PA-10000659,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Profit,West,Consumer,09-08-2014,Standard Class,California,Paper,0,9.8418,0.47,3,20.94,4
Office Supplies,Los Angeles,United States,CS-12130,Chad Sievert,No Discount ,05-08-2014,CA-2014-118962,90004,OFF-PA-10001144,Xerox 1913,Profit,West,Consumer,09-08-2014,Standard Class,California,Paper,0,53.2608,0.48,2,110.96,4
Furniture,Los Angeles,United States,CS-12130,Chad Sievert,Low Discount ,05-08-2014,CA-2014-118962,90004,FUR-CH-10003817,"Global Value Steno Chair, Gray",Profit,West,Consumer,09-08-2014,Standard Class,California,Chairs,0.2,21.259,0.0625,7,340.144,4
Office Supplies,Chicago,United States,JB-15400,Jennifer Braxton,High Discount ,14-09-2014,US-2014-100853,60623,OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Loss,Central,Corporate,19-09-2014,Standard Class,Illinois,Appliances,0.8,-131.12,-2.5,2,52.448,5
